9.090909090909091161e-02,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.333333333333333481e-01,8.301599390708301607e-02,4.347826086956521618e-02,1.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,3.406079501169113066e-01,1.548117154811713692e-01,1.759130836800739950e-01,5.122873345935727851e-01,0.000000000000000000e+00
8.181818181818182323e-01,6.666666666666666297e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.333333333333333037e-01,1.835491241431835563e-01,4.347826086956521618e-02,1.000000000000000000e+00,2.500000000000000000e-01,3.333333333333333148e-01,6.032735775526056887e-01,6.778242677824266593e-01,0.000000000000000000e+00,1.705103969754232784e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.444444444444444198e-01,2.500000000000000000e-01,0.000000000000000000e+00,1.833333333333333204e-01,2.543792840822543533e-01,8.695652173913043237e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.844115354637543724e-01,6.150627615062760345e-01,9.988441978733241244e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.636363636363636465e-01,0.000000000000000000e+00,6.666666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.333333333333333148e-01,2.500000000000000000e-01,0.000000000000000000e+00,1.666666666666666574e-01,2.063975628332063994e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.041666666666666713e-01,2.969602494154269245e-01,4.184100418410042210e-01,1.437817845584835885e-01,4.257088846880886512e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.111111111111111049e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,1.012947448591012961e-01,1.739130434782608647e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.041666666666666713e-01,1.044427123928239332e-01,7.196652719665270759e-01,6.403143781784556565e-02,4.257088846880886512e-01,1.000000000000000000e+00
6.363636363636363535e-01,3.333333333333333148e-01,6.666666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.888888888888888395e-01,7.500000000000000000e-01,0.000000000000000000e+00,1.166666666666666685e-01,2.391469916222391523e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,2.501948558066956485e-01,3.347280334728022083e-02,2.669902912621360258e-01,5.122873345935727851e-01,1.000000000000000000e+00
9.090909090909091161e-02,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e-01,0.000000000000000000e+00,2.833333333333333259e-01,3.351104341203350878e-01,4.782608695652174058e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,6.987529228370967793e-01,6.025104602510460428e-01,9.736477115117891934e-01,8.597353497164447189e-01,0.000000000000000000e+00
3.636363636363636465e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.833333333333333204e-01,8.255902513328255976e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,3.406079501169113066e-01,1.548117154811713692e-01,1.930189551548775195e-01,5.122873345935727851e-01,0.000000000000000000e+00
6.363636363636363535e-01,3.333333333333333148e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.333333333333333148e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000278e-02,9.596344249809596327e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.823070927513615436e-01,3.765690376569038045e-01,9.754969949144706165e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.636363636363636465e-01,6.666666666666666297e-01,8.333333333333333703e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,2.208682406702208723e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,3.406079501169113066e-01,1.548117154811713692e-01,1.770688858067498705e-01,5.122873345935727851e-01,0.000000000000000000e+00
