,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,age,duration,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
0,-0.2941358229049416,-0.1681637938010844,-0.31630423473103736,-0.09771789269240107,-0.24872541879096868,-0.17419276523428018,-0.35615440640932267,-0.27857354805643225,-0.5128065064336004,-0.08958485069191552,-0.14448028300905216,0.06319295763018362,-0.015801950787598357,0.03861642657466883,-0.03172291009144614,-0.3927025167921012,-0.2676166395800992,-0.23853130863098823,-0.5234366596035501,-0.25475120826518965
1,-0.2032267319958507,0.16516953953224892,-0.17344709187389448,-0.09771789269240107,0.25127458120903134,-0.17419276523428018,0.6438455935906773,-0.27857354805643225,-0.5128065064336004,-0.08958485069191552,-0.015908854437623583,0.02448859309545949,0.04302157862416635,0.03861642657466883,-0.03172291009144614,0.2114641498745655,0.16145584677999908,0.17151053237319608,0.27973794357105314,0.09269680685768233
2,-0.2032267319958507,-0.1681637938010844,-0.17344709187389448,-0.09771789269240107,-0.24872541879096868,-0.17419276523428018,0.6438455935906773,-0.16746243694532115,-0.2628065064336004,-0.08958485069191552,-0.2159088544376236,-0.00817679257569066,-0.04521371549348071,0.03861642657466883,-0.03172291009144614,0.27396414987456547,0.3450100166942638,-0.05443089022094614,0.3040009821198058,0.2329614571412376
3,-0.2032267319958507,-0.1681637938010844,-0.31630423473103736,-0.09771789269240107,0.7512745812090313,0.3258072347657198,0.6438455935906773,-0.16746243694532115,-0.5128065064336004,-0.08958485069191552,-0.030194568723337867,-0.06582159081889681,0.013609813918283994,0.03861642657466883,-0.03172291009144614,0.27396414987456547,0.3450100166942638,-0.05443089022094614,0.3033207100109622,0.2329614571412376
4,-0.1123176410867598,-0.1681637938010844,-0.030589949016751636,-0.09771789269240107,-0.24872541879096868,-0.17419276523428018,-0.35615440640932267,-0.05635132583421005,-0.012806506433600373,-0.08958485069191552,0.0983768598480907,-0.05456713020950894,-0.04521371549348071,0.03861642657466883,-0.03172291009144614,-0.03853585012543455,-0.14797517426442652,-0.06279909105776635,0.1291710501470167,0.1108442548728059
5,-0.2032267319958507,0.16516953953224892,-0.030589949016751636,-0.09771789269240107,0.25127458120903134,-0.17419276523428018,-0.35615440640932267,0.05475978527690106,0.23719349356639963,0.4104151493080845,-0.11590885443762358,-0.03535219746177356,0.013609813918283994,0.03861642657466883,0.3016104232418872,-0.24686918345876788,0.24134672752824465,0.12548542777068555,-0.620715571168176,-0.7670385428587624
6,-0.1123176410867598,0.16516953953224892,-0.030589949016751636,-0.09771789269240107,-0.24872541879096868,-0.17419276523428018,-0.35615440640932267,0.05475978527690106,-0.012806506433600373,-0.08958485069191552,-0.11590885443762358,0.009116646897271184,0.04302157862416635,0.03861642657466883,-0.03172291009144614,-0.24686918345876788,0.24134672752824465,0.12548542777068555,-0.6218493580162485,-0.7670385428587624
7,-0.021408550177668892,-0.1681637938010844,-0.030589949016751636,0.40228210730759895,-0.24872541879096868,-0.17419276523428018,-0.35615440640932267,-0.05635132583421005,-0.012806506433600373,-0.08958485069191552,0.012662574133804989,-0.05841011675905602,-0.015801950787598357,0.03861642657466883,-0.03172291009144614,-0.03853585012543455,-0.14797517426442652,-0.06279909105776635,0.1291710501470167,0.1108442548728059
8,-0.2032267319958507,0.49850287286558226,0.11226719384039122,-0.09771789269240107,0.25127458120903134,-0.17419276523428018,-0.35615440640932267,-0.05635132583421005,0.4871934935663996,0.4104151493080845,-0.13019456872333787,-0.05182213981697532,-0.04521371549348071,0.03861642657466883,0.13494375657522054,-0.03853585012543455,-0.14797517426442652,-0.06279909105776635,0.12055427010166538,0.1108442548728059
9,-0.2941358229049416,-0.1681637938010844,-0.31630423473103736,0.40228210730759895,0.25127458120903134,-0.17419276523428018,0.6438455935906773,-0.27857354805643225,0.23719349356639963,-0.08958485069191552,-0.07305171158048072,-0.02382323781313233,-0.04521371549348071,0.03861642657466883,-0.03172291009144614,0.2114641498745655,0.16145584677999908,0.17151053237319608,0.27973794357105314,0.09269680685768233
10,-0.2032267319958507,0.16516953953224892,0.2551243366975341,0.40228210730759895,-0.24872541879096868,-0.17419276523428018,-0.35615440640932267,0.16587089638801217,0.23719349356639963,-0.08958485069191552,-0.2159088544376236,0.012136136329058172,-0.04521371549348071,0.03861642657466883,-0.03172291009144614,0.27396414987456547,0.1318377641611341,-0.09208779398663676,0.30309395264134786,0.2329614571412376
11,0.06950054073142202,0.16516953953224892,0.39798147955467694,-0.09771789269240107,0.25127458120903134,-0.17419276523428018,-0.35615440640932267,0.16587089638801217,0.23719349356639963,-0.08958485069191552,-0.05876599729476644,-0.029862216676706306,-0.04521371549348071,0.03861642657466883,-0.03172291009144614,0.27396414987456547,0.1318377641611341,-0.09208779398663676,0.3053615263374929,0.2329614571412376
12,-0.1123176410867598,-0.1681637938010844,-0.17344709187389448,-0.09771789269240107,0.25127458120903134,-0.17419276523428018,0.6438455935906773,-0.27857354805643225,-0.2628065064336004,-0.08958485069191552,-0.05876599729476644,-0.0438616676786278,-0.015801950787598357,0.03861642657466883,-0.03172291009144614,0.2114641498745655,0.16145584677999908,0.17151053237319608,0.2806449730495111,0.09269680685768233
